pcode1,pcode2,pcode3,match_shape,TF
VE11,VE1106,VE110602,VE110602,TRUE
VE11,VE1106,VE110605,VE110605,TRUE
VE11,VE1107,VE110701,VE110701,TRUE
VE11,VE1108,VE110801,VE110801,TRUE
VE11,VE1108,VE110802,VE110802,TRUE
VE11,VE1108,VE110803,VE110803,TRUE
VE11,VE1108,VE110804,VE110804,TRUE
VE11,VE1108,VE110805,VE110805,TRUE
VE11,VE1109,VE110901,VE110901,TRUE
VE11,VE1109,VE110902,VE110902,TRUE
VE11,VE1109,VE110903,VE110903,TRUE
VE11,VE1109,VE110904,VE110904,TRUE
VE11,VE1109,VE110905,VE110905,TRUE
VE11,VE1109,VE110906,VE110906,TRUE
VE11,VE1109,VE110907,VE110907,TRUE
VE11,VE1109,VE110908,VE110908,TRUE
VE11,VE1109,VE110909,VE110909,TRUE
VE11,VE1110,VE111002,VE111002,TRUE
VE11,VE1110,VE111004,VE111004,TRUE
VE11,VE1110,VE111005,VE111005,TRUE
VE11,VE1111,VE111102,VE111102,TRUE
VE11,VE1111,VE111103,VE111103,TRUE
VE11,VE1112,VE111202,VE111202,TRUE
VE11,VE1113,VE111301,VE111301,TRUE
VE11,VE1113,VE111302,VE111302,TRUE
VE11,VE1113,VE111303,VE111303,TRUE
VE11,VE1114,VE111404,VE111404,TRUE
VE11,VE1114,VE111405,VE111405,TRUE
VE11,VE1114,VE111406,VE111406,TRUE
VE11,VE1114,VE111407,VE111407,TRUE
VE11,VE1115,VE111501,VE111501,TRUE
VE11,VE1115,VE111502,VE111502,TRUE
VE11,VE1115,VE111503,VE111503,TRUE
VE11,VE1117,VE111701,VE111701,TRUE
VE11,VE1117,VE111702,VE111702,TRUE
VE11,VE1118,VE111801,VE111801,TRUE
VE11,VE1118,VE111802,VE111802,TRUE
VE11,VE1119,VE111901,VE111901,TRUE
VE11,VE1120,VE112001,VE112001,TRUE
VE11,VE1120,VE112002,VE112002,TRUE
VE11,VE1121,VE112101,VE112101,TRUE
VE11,VE1121,VE112102,VE112102,TRUE
VE11,VE1122,VE112201,VE112201,TRUE
VE11,VE1123,VE112301,VE112301,TRUE
VE11,VE1123,VE112302,VE112302,TRUE
VE11,VE1123,VE112303,VE112303,TRUE
VE11,VE1124,VE112402,VE112402,TRUE
VE11,VE1125,VE112501,VE112501,TRUE
VE11,VE1125,VE112502,VE112502,TRUE
VE11,VE1125,VE112503,VE112503,TRUE
VE11,VE1125,VE112504,VE112504,TRUE
VE11,VE1125,VE112505,VE112505,TRUE
VE12,VE1201,VE120101,VE120101,TRUE
VE12,VE1201,VE120102,VE120102,TRUE
VE12,VE1201,VE120103,VE120103,TRUE
VE12,VE1202,VE120201,VE120201,TRUE
VE12,VE1204,VE120401,VE120401,TRUE
VE12,VE1204,VE120402,VE120402,TRUE
VE12,VE1205,VE120502,VE120502,TRUE
VE12,VE1206,VE120601,VE120601,TRUE
VE12,VE1206,VE120602,VE120602,TRUE
VE12,VE1206,VE120603,VE120603,TRUE
VE12,VE1207,VE120702,VE120702,TRUE
VE12,VE1208,VE120802,VE120802,TRUE
VE12,VE1208,VE120804,VE120804,TRUE
VE12,VE1209,VE120902,VE120902,TRUE
VE12,VE1209,VE120903,VE120903,TRUE
VE12,VE1209,VE120904,VE120904,TRUE
VE12,VE1209,VE120905,VE120905,TRUE
VE12,VE1209,VE120906,VE120906,TRUE
VE12,VE1209,VE120907,VE120907,TRUE
VE12,VE1210,VE121002,VE121002,TRUE
VE12,VE1210,VE121004,VE121004,TRUE
VE12,VE1211,VE121102,VE121102,TRUE
VE12,VE1212,VE121202,VE121202,TRUE
VE12,VE1212,VE121203,VE121203,TRUE
VE12,VE1213,VE121301,VE121301,TRUE
VE12,VE1214,VE121401,VE121401,TRUE
VE12,VE1214,VE121402,VE121402,TRUE
VE13,VE1301,VE130103,VE130103,TRUE
VE13,VE1303,VE130309,VE130309,TRUE
VE13,VE1304,VE130402,VE130402,TRUE
VE13,VE1304,VE130403,VE130403,TRUE
VE13,VE1304,VE130404,VE130404,TRUE
VE13,VE1304,VE130405,VE130405,TRUE
VE13,VE1304,VE130407,VE130407,TRUE
VE13,VE1305,VE130502,VE130502,TRUE
VE13,VE1305,VE130503,VE130503,TRUE
VE13,VE1305,VE130504,VE130504,TRUE
VE13,VE1305,VE130505,VE130505,TRUE
VE13,VE1305,VE130506,VE130506,TRUE
VE13,VE1305,VE130507,VE130507,TRUE
VE13,VE1305,VE130508,VE130508,TRUE
VE13,VE1307,VE130702,VE130702,TRUE
VE13,VE1308,VE130807,VE130807,TRUE
VE13,VE1308,VE130808,VE130808,TRUE
VE13,VE1308,VE130809,VE130809,TRUE
VE13,VE1308,VE130812,VE130812,TRUE
VE13,VE1308,VE130814,VE130814,TRUE
VE13,VE1308,VE130816,VE130816,TRUE
VE13,VE1308,VE130817,VE130817,TRUE
VE13,VE1309,VE130902,VE130902,TRUE
VE13,VE1309,VE130903,VE130903,TRUE
VE13,VE1309,VE130904,VE130904,TRUE
VE14,VE1401,VE140106,VE140106,TRUE
VE14,VE1403,VE140303,VE140303,TRUE
VE14,VE1404,VE140401,VE140401,TRUE
VE14,VE1404,VE140402,VE140402,TRUE
VE14,VE1405,VE140502,VE140502,TRUE
VE14,VE1405,VE140504,VE140504,TRUE
VE14,VE1405,VE140505,VE140505,TRUE
VE14,VE1406,VE140604,VE140604,TRUE
VE14,VE1406,VE140605,VE140605,TRUE
VE14,VE1406,VE140607,VE140607,TRUE
VE14,VE1409,VE140901,VE140901,TRUE
VE14,VE1409,VE140902,VE140902,TRUE
VE14,VE1409,VE140903,VE140903,TRUE
VE14,VE1410,VE141002,VE141002,TRUE
VE14,VE1411,VE141101,VE141101,TRUE
VE14,VE1411,VE141102,VE141102,TRUE
VE14,VE1412,VE141208,VE141208,TRUE
VE14,VE1413,VE141301,VE141301,TRUE
VE14,VE1414,VE141401,VE141401,TRUE
VE14,VE1414,VE141402,VE141402,TRUE
VE14,VE1416,VE141601,VE141601,TRUE
VE14,VE1417,VE141702,VE141702,TRUE
VE14,VE1417,VE141703,VE141703,TRUE
VE14,VE1417,VE141704,VE141704,TRUE
VE14,VE1418,VE141802,VE141802,TRUE
VE14,VE1420,VE142003,VE142003,TRUE
VE14,VE1420,VE142004,VE142004,TRUE
VE14,VE1420,VE142005,VE142005,TRUE
VE14,VE1421,VE142101,VE142101,TRUE
VE14,VE1421,VE142102,VE142102,TRUE
VE14,VE1421,VE142103,VE142103,TRUE
VE14,VE1421,VE142104,VE142104,TRUE
VE14,VE1422,VE142201,VE142201,TRUE
VE14,VE1422,VE142202,VE142202,TRUE
VE14,VE1422,VE142203,VE142203,TRUE
VE14,VE1422,VE142204,VE142204,TRUE
VE14,VE1423,VE142302,VE142302,TRUE
VE15,VE1501,VE150102,VE150102,TRUE
VE15,VE1501,VE150103,VE150103,TRUE
VE15,VE1501,VE150104,VE150104,TRUE
VE15,VE1501,VE150105,VE150105,TRUE
VE15,VE1501,VE150107,VE150107,TRUE
VE15,VE1501,VE150108,VE150108,TRUE
VE15,VE1502,VE150202,VE150202,TRUE
VE15,VE1504,VE150402,VE150402,TRUE
VE15,VE1504,VE150403,VE150403,TRUE
VE15,VE1510,VE151005,VE151005,TRUE
VE15,VE1510,VE151007,VE151007,TRUE
VE15,VE1514,VE151402,VE151402,TRUE
VE15,VE1514,VE151404,VE151404,TRUE
VE15,VE1514,VE151405,VE151405,TRUE
VE15,VE1516,VE151602,VE151602,TRUE
VE16,VE1602,VE160201,VE160201,TRUE
VE16,VE1603,VE160301,VE160301,TRUE
VE16,VE1604,VE160402,VE160402,TRUE
VE16,VE1604,VE160403,VE160403,TRUE
VE16,VE1604,VE160404,VE160404,TRUE
VE16,VE1604,VE160405,VE160405,TRUE
VE16,VE1604,VE160406,VE160406,TRUE
VE16,VE1605,VE160501,VE160501,TRUE
VE16,VE1605,VE160502,VE160502,TRUE
VE16,VE1605,VE160503,VE160503,TRUE
VE16,VE1605,VE160504,VE160504,TRUE
VE16,VE1606,VE160602,VE160602,TRUE
VE16,VE1607,VE160701,VE160701,TRUE
VE16,VE1607,VE160702,VE160702,TRUE
VE16,VE1607,VE160703,VE160703,TRUE
VE16,VE1607,VE160704,VE160704,TRUE
VE16,VE1608,VE160808,VE160808,TRUE
VE16,VE1609,VE160901,VE160901,TRUE
VE16,VE1609,VE160902,VE160902,TRUE
VE16,VE1609,VE160903,VE160903,TRUE
VE16,VE1609,VE160904,VE160904,TRUE
VE16,VE1609,VE160905,VE160905,TRUE
VE16,VE1609,VE160907,VE160907,TRUE
VE16,VE1610,VE161002,VE161002,TRUE
VE16,VE1611,VE161101,VE161101,TRUE
VE16,VE1612,VE161201,VE161201,TRUE
VE16,VE1612,VE161202,VE161202,TRUE
VE16,VE1613,VE161301,VE161301,TRUE
VE18,VE1802,VE180202,VE180202,TRUE
VE18,VE1803,VE180301,VE180301,TRUE
VE18,VE1803,VE180302,VE180302,TRUE
VE18,VE1804,VE180402,VE180402,TRUE
VE18,VE1804,VE180403,VE180403,TRUE
VE18,VE1805,VE180502,VE180502,TRUE
VE18,VE1805,VE180503,VE180503,TRUE
VE18,VE1806,VE180602,VE180602,TRUE
VE18,VE1807,VE180702,VE180702,TRUE
VE18,VE1807,VE180703,VE180703,TRUE
VE18,VE1808,VE180802,VE180802,TRUE
VE18,VE1808,VE180803,VE180803,TRUE
VE18,VE1808,VE180804,VE180804,TRUE
VE18,VE1809,VE180902,VE180902,TRUE
VE18,VE1810,VE181002,VE181002,TRUE
VE18,VE1811,VE181102,VE181102,TRUE
VE18,VE1811,VE181103,VE181103,TRUE
VE18,VE1812,VE181201,VE181201,TRUE
VE18,VE1812,VE181202,VE181202,TRUE
VE18,VE1813,VE181301,VE181301,TRUE
VE18,VE1813,VE181303,VE181303,TRUE
VE18,VE1813,VE181304,VE181304,TRUE
VE18,VE1813,VE181305,VE181305,TRUE
VE18,VE1813,VE181306,VE181306,TRUE
VE18,VE1814,VE181402,VE181402,TRUE
VE18,VE1814,VE181403,VE181403,TRUE
VE18,VE1814,VE181404,VE181404,TRUE
VE19,VE1901,VE190101,VE190101,TRUE
VE19,VE1901,VE190102,VE190102,TRUE
VE19,VE1902,VE190201,VE190201,TRUE
VE19,VE1902,VE190202,VE190202,TRUE
VE19,VE1903,VE190301,VE190301,TRUE
VE19,VE1903,VE190302,VE190302,TRUE
VE19,VE1903,VE190303,VE190303,TRUE
VE19,VE1903,VE190304,VE190304,TRUE
VE19,VE1903,VE190305,VE190305,TRUE
VE19,VE1904,VE190401,VE190401,TRUE
VE19,VE1904,VE190402,VE190402,TRUE
VE19,VE1904,VE190403,VE190403,TRUE
VE19,VE1904,VE190404,VE190404,TRUE
VE19,VE1904,VE190405,VE190405,TRUE
VE19,VE1905,VE190502,VE190502,TRUE
VE19,VE1905,VE190504,VE190504,TRUE
VE19,VE1905,VE190505,VE190505,TRUE
VE19,VE1906,VE190601,VE190601,TRUE
VE19,VE1907,VE190702,VE190702,TRUE
VE19,VE1907,VE190703,VE190703,TRUE
VE19,VE1908,VE190801,VE190801,TRUE
VE19,VE1908,VE190802,VE190802,TRUE
VE19,VE1908,VE190803,VE190803,TRUE
VE19,VE1909,VE190901,VE190901,TRUE
VE19,VE1909,VE190902,VE190902,TRUE
VE19,VE1910,VE191001,VE191001,TRUE
VE19,VE1910,VE191002,VE191002,TRUE
VE19,VE1910,VE191003,VE191003,TRUE
VE19,VE1910,VE191004,VE191004,TRUE
VE19,VE1910,VE191005,VE191005,TRUE
VE19,VE1911,VE191101,VE191101,TRUE
VE19,VE1912,VE191201,VE191201,TRUE
VE19,VE1912,VE191203,VE191203,TRUE
VE19,VE1912,VE191204,VE191204,TRUE
VE19,VE1912,VE191205,VE191205,TRUE
VE19,VE1912,VE191206,VE191206,TRUE
VE19,VE1913,VE191301,VE191301,TRUE
VE19,VE1913,VE191302,VE191302,TRUE
VE19,VE1913,VE191303,VE191303,TRUE
VE19,VE1913,VE191304,VE191304,TRUE
VE19,VE1913,VE191305,VE191305,TRUE
VE19,VE1914,VE191403,VE191403,TRUE
VE19,VE1914,VE191406,VE191406,TRUE
VE19,VE1914,VE191407,VE191407,TRUE
VE19,VE1915,VE191502,VE191502,TRUE
VE19,VE1915,VE191503,VE191503,TRUE
VE19,VE1915,VE191504,VE191504,TRUE
VE20,VE2011,VE201102,VE201102,TRUE
VE20,VE2011,VE201103,VE201103,TRUE
VE20,VE2012,VE201202,VE201202,TRUE
VE20,VE2012,VE201203,VE201203,TRUE
VE20,VE2014,VE201403,VE201403,TRUE
VE20,VE2015,VE201502,VE201502,TRUE
VE20,VE2015,VE201503,VE201503,TRUE
VE20,VE2016,VE201603,VE201603,TRUE
VE20,VE2019,VE201902,VE201902,TRUE
VE20,VE2023,VE202305,VE202305,TRUE
VE20,VE2025,VE202501,VE202501,TRUE
VE20,VE2026,VE202602,VE202602,TRUE
VE20,VE2028,VE202802,VE202802,TRUE
VE20,VE2028,VE202804,VE202804,TRUE
VE20,VE2029,VE202901,VE202901,TRUE
VE21,VE2101,VE210102,VE210102,TRUE
VE21,VE2101,VE210103,VE210103,TRUE
VE21,VE2101,VE210104,VE210104,TRUE
VE21,VE2102,VE210202,VE210202,TRUE
VE21,VE2102,VE210203,VE210203,TRUE
VE21,VE2102,VE210204,VE210204,TRUE
VE21,VE2102,VE210206,VE210206,TRUE
VE21,VE2102,VE210207,VE210207,TRUE
VE21,VE2102,VE210208,VE210208,TRUE
VE21,VE2102,VE210209,VE210209,TRUE
VE21,VE2102,VE210210,VE210210,TRUE
VE21,VE2103,VE210301,VE210301,TRUE
VE21,VE2103,VE210302,VE210302,TRUE
VE21,VE2103,VE210303,VE210303,TRUE
VE21,VE2104,VE210406,VE210406,TRUE
VE21,VE2104,VE210407,VE210407,TRUE
VE21,VE2105,VE210501,VE210501,TRUE
VE21,VE2105,VE210502,VE210502,TRUE
VE21,VE2105,VE210503,VE210503,TRUE
VE21,VE2105,VE210504,VE210504,TRUE
VE21,VE2105,VE210505,VE210505,TRUE
VE21,VE2106,VE210602,VE210602,TRUE
VE21,VE2106,VE210604,VE210604,TRUE
VE21,VE2107,VE210701,VE210701,TRUE
VE21,VE2107,VE210702,VE210702,TRUE
VE21,VE2107,VE210703,VE210703,TRUE
VE21,VE2108,VE210801,VE210801,TRUE
VE21,VE2108,VE210802,VE210802,TRUE
VE21,VE2109,VE210902,VE210902,TRUE
VE21,VE2109,VE210903,VE210903,TRUE
VE21,VE2109,VE210904,VE210904,TRUE
VE21,VE2110,VE211001,VE211001,TRUE
VE21,VE2110,VE211003,VE211003,TRUE
VE21,VE2110,VE211005,VE211005,TRUE
VE21,VE2111,VE211101,VE211101,TRUE
VE21,VE2111,VE211103,VE211103,TRUE
VE21,VE2115,VE211502,VE211502,TRUE
VE21,VE2116,VE211603,VE211603,TRUE
VE21,VE2117,VE211702,VE211702,TRUE
VE21,VE2117,VE211703,VE211703,TRUE
VE21,VE2119,VE211902,VE211902,TRUE
VE21,VE2119,VE211903,VE211903,TRUE
VE21,VE2119,VE211904,VE211904,TRUE
VE21,VE2119,VE211906,VE211906,TRUE
VE21,VE2120,VE212006,VE212006,TRUE
VE22,VE2203,VE220302,VE220302,TRUE
VE22,VE2209,VE220903,VE220903,TRUE
VE22,VE2210,VE221002,VE221002,TRUE
VE23,VE2301,VE230102,VE230102,TRUE
VE23,VE2302,VE230201,VE230201,TRUE
VE23,VE2302,VE230202,VE230202,TRUE
VE23,VE2302,VE230203,VE230203,TRUE
VE23,VE2302,VE230205,VE230205,TRUE
VE23,VE2302,VE230206,VE230206,TRUE
VE23,VE2303,VE230305,VE230305,TRUE
VE23,VE2303,VE230306,VE230306,TRUE
VE23,VE2303,VE230308,VE230308,TRUE
VE23,VE2303,VE230309,VE230309,TRUE
VE23,VE2304,VE230401,VE230401,TRUE
VE23,VE2304,VE230402,VE230402,TRUE
VE23,VE2305,VE230502,VE230502,TRUE
VE23,VE2305,VE230503,VE230503,TRUE
VE23,VE2305,VE230504,VE230504,TRUE
VE23,VE2305,VE230505,VE230505,TRUE
VE23,VE2306,VE230601,VE230601,TRUE
VE23,VE2306,VE230602,VE230602,TRUE
VE23,VE2308,VE230802,VE230802,TRUE
VE23,VE2309,VE230904,VE230904,TRUE
VE23,VE2309,VE230905,VE230905,TRUE
VE23,VE2310,VE231001,VE231001,TRUE
VE23,VE2310,VE231003,VE231003,TRUE
VE23,VE2310,VE231004,VE231004,TRUE
VE23,VE2310,VE231005,VE231005,TRUE
VE23,VE2311,VE231103,VE231103,TRUE
VE23,VE2312,VE231203,VE231203,TRUE
VE23,VE2312,VE231205,VE231205,TRUE
VE23,VE2314,VE231402,VE231402,TRUE
VE23,VE2314,VE231403,VE231403,TRUE
VE23,VE2314,VE231404,VE231404,TRUE
VE23,VE2314,VE231405,VE231405,TRUE
VE23,VE2315,VE231502,VE231502,TRUE
VE23,VE2316,VE231602,VE231602,TRUE
VE23,VE2316,VE231603,VE231603,TRUE
VE23,VE2318,VE231801,VE231801,TRUE
VE23,VE2318,VE231802,VE231802,TRUE
VE23,VE2318,VE231803,VE231803,TRUE
VE23,VE2318,VE231804,VE231804,TRUE
VE23,VE2319,VE231901,VE231901,TRUE
VE23,VE2319,VE231902,VE231902,TRUE
VE23,VE2319,VE231903,VE231903,TRUE
VE23,VE2320,VE232001,VE232001,TRUE
VE23,VE2320,VE232003,VE232003,TRUE
VE23,VE2320,VE232004,VE232004,TRUE
VE23,VE2320,VE232005,VE232005,TRUE
VE23,VE2320,VE232006,VE232006,TRUE
VE23,VE2321,VE232103,VE232103,TRUE
VE24,VE2402,VE240210,VE240210,TRUE
